battery.raw,followers.raw,skywalker,left,test.1.raw,test.2.raw,test.3.raw,exam.raw,days
96,1800,0,0,82,97,96,92,MWF
99,1600,1,0,93,89,84,73,TR
67,3300,1,0,80,74,0,74,TR
100,300,0,0,74,89,85,84,MWF
96,4400,0,0,74,72,57,81,Online
83,2200,1,0,100,99,93,98,MWF
92,6200,0,0,91,85,81,71,MWF
43,4200,0,1,70,79,48,70,MWF
75,400,1,0,49,68,65,73,TR
87,3800,0,0,91,80,92,81,MWF
90,3700,0,0,74,65,75,77,TR
91,1600,1,0,74,68,87,52,TR
21,100,0,0,70,68,61,60,MWF
92,8700,1,0,92,72,69,75,MWF
90,4600,1,1,77,87,86,71,TR
59,7000,1,0,94,84,93,86,TR
59,4400,1,0,75,35,60,43,MWF
71,6600,1,0,88,81,91,86,TR
50,300,0,0,92,96,66,90,MWF
72,1400,0,0,92,90,97,93,MWF
54,6000,0,0,75,95,80,79,MWF
82,1000,0,0,46,55,74,83,MWF
58,3800,0,1,77,88,83,77,Online
74,3400,1,0,65,77,63,62,TR
80,3100,1,0,72,83,64,60,MWF
74,1800,0,0,79,82,56,87,MWF
77,7700,1,0,70,75,77,71,MWF
100,600,1,0,87,98,89,87,TR
86,5900,1,0,52,82,52,73,Online
93,7600,1,0,60,78,78,87,TR
77,4500,0,0,60,48,60,66,MWF
51,6600,1,0,82,84,88,79,TR
90,6800,1,0,100,92,98,100,TR
70,8300,1,0,46,34,68,52,TR
73,6900,1,0,51,41,47,43,TR
77,2100,1,0,99,64,85,66,TR
100,300,0,0,80,88,90,90,Online
89,3400,0,0,87,61,81,94,MWF
38,2100,0,1,0,0,0,0,MWF
70,7800,1,0,0,0,0,0,TR
37,4900,1,0,77,88,54,89,TR
92,1000,0,0,100,72,87,88,MWF
71,4600,0,0,90,75,67,65,Online
57,4200,1,1,97,0,0,0,TR
71,4200,1,0,78,72,64,81,TR
63,6500,1,0,56,0,0,0,MWF
30,1300,1,0,42,0,0,0,TR
88,6500,1,0,74,93,77,74,TR
79,5400,0,0,93,82,68,85,MWF
100,1400,1,0,76,70,62,68,TR
64,900,1,1,0,0,0,0,TR
85,1000,0,0,58,92,78,78,MWF
49,5500,0,0,88,91,73,82,MWF
82,7400,1,0,63,67,62,63,TR
97,2800,1,0,93,92,90,84,TR
98,5100,0,0,100,100,90,97,TR
81,3700,0,0,90,100,94,98,MWF
55,3700,1,0,49,92,92,54,MWF
97,5800,1,0,97,98,97,92,TR
65,9500,0,0,91,92,99,70,TR
78,3500,0,0,66,64,64,55,TR
92,6100,1,0,77,80,71,75,TR
78,7200,1,0,90,74,79,71,TR
71,1100,0,0,90,79,86,91,MWF
78,1300,0,0,90,84,93,84,MWF
65,2200,0,0,0,0,0,0,MWF
75,6000,0,0,61,0,0,0,Online
81,3400,0,0,66,56,51,38,MWF
74,5300,0,0,98,92,92,60,Online
63,1200,0,0,95,85,86,85,MWF
65,1600,1,0,74,66,67,67,TR
73,4000,0,0,44,34,46,35,MWF
69,6000,1,0,69,33,49,24,TR
59,1600,1,1,55,0,0,0,TR
55,7100,1,0,58,52,25,12,MWF
0,0,1,0,0,0,0,0,MWF
72,1300,1,0,74,74,73,57,TR
64,3600,1,0,79,86,73,73,TR
72,2400,1,0,75,70,80,86,TR
73,1900,0,0,87,57,75,70,MWF
56,3000,1,0,76,83,75,75,MWF
80,5300,1,0,80,64,49,68,TR
71,2200,0,1,76,49,63,53,Online
84,2400,1,0,62,65,91,60,TR
62,8300,1,0,42,34,61,34,TR
82,4200,1,0,89,88,90,90,TR
85,2300,1,0,75,82,58,35,TR
49,2800,1,1,76,77,71,71,Online
51,1200,0,0,93,94,97,99,MWF
94,1600,1,0,75,81,76,60,TR
95,4100,1,0,90,92,92,75,TR
88,3100,1,0,90,100,82,66,Online
76,4700,1,0,77,89,64,61,TR
96,600,0,0,99,100,91,83,Online
62,6600,1,0,67,69,78,58,TR
69,3500,1,0,69,61,76,61,TR
97,11100,1,0,100,84,96,88,TR
67,900,0,1,81,83,78,74,MWF
96,2200,1,0,73,77,61,77,TR
82,900,1,0,96,92,97,87,TR
100,300,0,0,90,84,78,82,MWF
73,10200,1,0,78,94,96,78,TR
89,4800,1,0,97,90,83,100,TR
74,5800,1,0,93,97,95,80,MWF
88,7100,0,0,97,88,91,86,TR
82,3500,1,0,95,100,93,91,TR
60,1900,0,0,70,95,80,82,MWF
95,5700,1,0,59,46,32,52,TR
93,3200,0,0,94,99,70,89,TR
66,1600,1,0,50,38,40,38,TR
31,600,1,0,56,65,0,0,TR
86,4800,0,0,95,82,94,82,Online
55,5200,1,0,65,64,62,65,MWF
60,1400,1,0,67,48,69,44,TR
78,3100,1,0,71,62,70,71,TR
96,3500,1,0,99,71,88,93,TR
74,4200,0,0,0,0,0,0,MWF
89,600,0,0,92,13,0,0,MWF
94,1300,0,0,85,89,93,84,MWF
76,5200,1,0,36,0,0,0,MWF
72,6000,1,0,80,77,91,80,TR
60,900,0,0,66,63,77,74,MWF
83,4800,1,0,64,80,84,65,MWF
99,2000,0,1,91,76,64,75,TR
100,1100,1,1,78,85,86,75,Online
73,6200,1,0,78,65,72,80,Online
87,1300,1,0,63,62,80,0,TR
51,5500,1,0,97,63,66,82,MWF
58,6300,0,0,50,34,0,0,MWF
82,4700,1,0,50,39,0,0,TR
61,4000,1,0,78,47,76,57,Online
92,2500,1,0,68,62,90,62,MWF
61,8100,1,0,59,79,53,0,TR
40,400,1,0,53,50,71,60,TR
86,5500,0,0,100,91,93,84,TR
77,1600,0,0,88,42,0,29,Online
89,2300,0,0,38,62,40,54,MWF
80,600,1,0,80,64,88,82,MWF
66,3500,1,0,94,55,88,84,TR
86,3500,1,0,80,72,86,86,MWF
90,1400,1,0,97,92,81,89,TR
61,5000,1,0,92,90,88,81,TR
85,7300,1,0,50,55,72,56,TR
82,1200,0,0,98,98,90,98,Online
87,1800,0,0,83,83,78,68,MWF
98,1700,0,0,96,100,97,96,MWF
82,3800,0,0,100,100,100,90,MWF
45,2500,0,0,86,94,65,86,MWF
65,1600,0,0,66,0,0,0,TR
63,4200,0,0,96,93,96,93,MWF
84,3900,0,0,42,0,0,0,MWF
80,8200,0,0,96,94,93,96,MWF
61,6300,0,0,87,48,77,60,MWF
75,300,0,0,54,11,62,63,MWF
78,3500,1,0,74,93,74,74,TR
86,5600,1,0,88,90,87,90,TR
71,3600,0,0,89,93,87,89,MWF
81,8800,1,0,60,74,62,60,TR
84,8500,1,0,66,65,38,46,TR
63,1500,1,0,79,80,90,78,TR
82,6900,1,0,35,0,0,0,Online
80,3200,0,0,70,78,95,87,TR
61,5000,0,0,70,51,49,53,MWF
94,7900,0,0,67,95,83,70,MWF
51,3300,0,0,97,47,0,0,TR
77,1500,0,1,57,42,44,42,MWF
87,3200,1,0,72,72,65,88,TR
65,6700,1,0,16,40,13,46,TR
100,3900,0,0,100,100,98,98,MWF
61,2600,0,0,52,57,0,0,MWF
77,1900,0,0,64,83,72,60,TR
76,6000,1,0,72,82,78,72,TR
69,8100,1,0,80,79,100,89,MWF
91,5300,1,0,42,43,46,36,TR
96,3100,0,0,96,92,85,60,MWF
54,3800,1,0,23,29,20,20,TR
77,4700,0,0,88,71,85,88,MWF
79,2100,0,0,98,74,71,71,MWF
35,300,0,1,72,95,88,89,MWF
69,5000,1,0,68,71,81,85,TR
93,2500,0,1,85,92,97,91,Online
77,1800,0,0,68,73,67,0,MWF
92,1700,1,0,65,50,48,0,TR
92,5700,0,0,91,97,91,90,Online
69,6400,1,0,60,55,62,55,TR
58,2300,1,0,76,71,47,79,TR
99,3300,0,0,85,90,99,84,MWF
60,1100,1,0,66,55,61,66,TR
0,0,1,0,70,81,76,68,MWF
75,2600,0,0,85,96,87,81,TR
95,2400,0,0,100,97,98,100,Online
85,6000,1,0,76,83,87,87,TR
54,7300,1,0,40,0,0,0,TR
83,3800,1,0,45,71,80,68,TR
72,4700,1,0,73,57,67,80,Online
100,300,0,0,83,85,72,71,MWF
73,7600,1,0,26,15,0,0,TR
100,900,0,0,48,62,66,50,MWF
92,300,0,0,35,0,0,0,MWF
21,400,1,0,77,77,84,91,TR
94,1500,1,0,77,85,78,75,TR
100,8000,1,0,90,90,87,84,TR
98,4100,1,0,88,87,88,86,TR
25,1200,1,0,60,59,68,39,TR
84,3100,1,0,75,80,79,62,TR
82,6100,1,0,100,95,83,85,TR
71,2800,1,0,88,93,62,60,MWF
77,4900,0,0,90,64,0,0,MWF
87,6600,1,0,86,81,77,77,TR
49,1600,0,0,85,92,97,83,MWF
43,700,1,0,84,69,67,52,TR
85,4800,1,0,70,72,87,76,TR
90,1000,1,0,72,62,80,78,TR
71,2100,0,0,73,78,60,42,MWF
43,700,1,0,97,85,72,70,MWF
72,4800,0,0,67,70,87,70,TR
99,6300,0,0,89,98,93,80,MWF
66,6300,0,0,50,15,70,0,MWF
100,300,0,0,91,95,88,89,MWF
59,1600,1,0,53,82,67,80,TR
72,2000,0,0,90,92,100,92,MWF
68,5100,1,0,67,43,41,35,TR
69,6400,0,0,90,98,94,94,Online
57,2600,1,0,88,72,95,53,Online
81,4300,0,0,60,0,0,0,MWF
46,300,1,0,77,86,76,94,TR
96,600,1,0,52,13,45,30,TR
87,2400,1,0,77,87,89,73,MWF
93,2300,1,0,89,83,71,72,TR
76,8000,1,0,79,57,69,31,TR
82,5700,1,0,69,65,55,65,TR
93,2700,1,0,88,100,93,97,TR
95,3400,1,0,75,69,53,46,TR
98,4700,1,0,93,90,89,89,TR
97,2800,1,1,100,85,86,65,TR
84,5200,1,0,81,76,78,76,TR
85,300,0,0,93,100,93,89,MWF
60,300,0,0,77,77,48,77,MWF
43,600,0,0,48,0,0,0,MWF
59,6300,1,0,32,0,0,0,TR
67,4500,1,0,68,76,80,68,TR
34,700,1,0,0,0,0,0,MWF
77,1300,0,0,73,71,78,78,MWF
58,5700,1,0,54,80,74,48,TR
98,2500,1,0,95,100,96,80,MWF
91,3700,1,0,88,93,90,90,TR
97,4000,1,0,93,97,88,79,TR
90,5800,1,0,76,56,63,75,TR
84,600,0,0,85,89,71,86,TR
71,6000,1,0,74,75,57,68,TR
66,5400,1,0,84,100,84,86,MWF
93,6000,0,0,66,0,93,18,Online
64,5200,1,0,84,60,80,67,Online
58,3300,1,0,61,50,97,62,MWF
78,6800,1,0,23,0,0,0,MWF
67,6000,1,0,100,95,80,85,TR
95,3800,0,0,87,90,67,60,Online
87,5300,1,0,36,92,72,61,TR
89,3800,1,0,78,69,86,98,TR
87,3400,1,0,61,0,0,0,TR
74,3800,1,0,80,97,91,96,TR
85,1300,1,0,99,87,95,88,TR
95,9000,1,0,36,91,83,76,TR
67,2400,0,0,82,91,82,81,Online
76,2800,0,0,91,95,82,81,MWF
85,4000,1,0,71,82,92,82,TR
91,4400,1,0,100,100,100,99,MWF
97,2300,0,0,62,70,70,58,Online
89,1600,1,0,72,61,87,47,TR
61,2300,0,0,72,53,82,72,MWF
61,7100,1,0,55,17,0,0,TR
63,6800,1,0,53,77,57,53,TR
80,4500,1,0,86,75,78,87,TR
98,4300,1,0,86,94,83,84,TR
98,4800,0,0,97,96,94,100,MWF
96,1300,0,1,59,79,86,56,Online
59,8500,1,0,69,67,63,61,TR
71,6900,1,0,83,86,54,62,TR
69,5700,0,0,87,0,0,0,MWF
83,1900,1,0,92,97,95,95,TR
62,8100,1,0,61,72,51,67,TR
79,4600,1,0,89,93,84,81,TR
64,3400,1,0,68,51,50,52,TR
93,5100,1,0,97,97,83,83,TR
78,4500,1,0,71,74,65,65,TR
72,600,1,0,84,67,74,74,TR
73,7000,1,0,0,0,0,0,MWF
98,1200,1,0,73,70,74,73,TR
80,500,0,0,33,29,0,0,TR
66,4800,1,0,67,68,58,44,MWF
9,300,0,0,78,68,68,64,MWF
71,2200,1,1,56,83,53,54,Online
48,4500,1,0,77,59,61,61,TR
75,4300,0,0,89,80,88,85,TR
100,1200,1,0,98,100,100,96,TR
92,600,0,0,51,44,0,46,TR
78,4800,0,0,87,90,70,80,MWF
58,6200,1,0,34,71,39,38,TR
67,400,0,0,90,100,86,92,MWF
0,0,0,0,100,97,98,55,MWF
69,5000,1,0,100,99,92,81,MWF
80,1200,1,0,96,96,80,80,MWF
63,9100,0,0,85,60,41,0,MWF
52,2800,1,0,40,68,0,0,TR
79,1800,1,0,86,60,0,0,TR
78,1800,1,0,88,79,61,61,TR
73,1000,1,0,79,74,77,77,TR
90,6000,1,1,72,51,70,68,Online
86,3500,1,0,99,100,97,86,TR
83,4300,1,0,71,85,75,75,TR
76,9300,0,0,63,37,64,63,MWF
95,3100,1,0,96,91,87,84,TR
92,1200,0,0,94,84,97,97,MWF
93,3100,1,0,96,100,91,91,TR
70,1300,1,1,70,73,83,61,Online
79,4800,1,0,84,97,100,98,TR
100,700,1,0,93,99,88,94,TR
76,5600,1,0,71,72,43,72,MWF
95,7200,0,0,99,88,87,95,Online
86,1200,0,0,0,0,0,0,MWF
91,2000,1,0,51,0,60,37,TR
83,8900,1,0,79,71,75,72,TR
75,1000,0,0,80,87,72,68,Online
73,2300,1,0,88,74,85,68,TR
27,900,0,0,74,92,80,36,MWF
74,5200,1,0,94,81,73,74,Online
87,4200,1,0,92,80,66,75,MWF
92,2500,1,0,92,91,79,72,TR
89,5800,1,0,88,81,91,84,TR
74,3500,0,0,84,70,78,77,TR
77,1900,1,0,100,99,97,87,TR
80,9200,1,0,85,55,91,78,TR
97,2100,0,0,81,66,44,22,MWF
88,1300,1,0,72,74,42,60,TR
74,3200,0,0,80,64,64,40,MWF
76,3600,1,0,58,91,43,0,TR
85,300,0,0,80,68,72,80,MWF
68,2800,1,0,50,21,45,51,TR
98,2200,1,0,87,97,86,86,TR
82,1400,0,0,82,67,69,87,MWF
70,2300,0,0,86,100,91,91,MWF
74,6100,1,0,15,16,35,32,MWF
63,6200,1,0,90,69,79,90,TR
75,1000,0,0,97,97,89,84,MWF
67,2100,0,0,92,91,97,92,MWF
98,1000,1,0,60,60,54,67,TR
89,5600,1,0,38,36,30,26,TR
97,3100,0,0,81,88,89,89,MWF
100,300,0,0,89,86,80,94,TR
100,900,0,0,94,97,98,97,MWF
74,2600,1,0,80,85,84,80,TR
68,1800,1,0,62,73,76,66,TR
64,6100,1,0,65,82,82,80,Online
100,400,0,0,93,95,70,46,MWF
55,2300,0,0,75,84,60,61,MWF
89,1500,1,1,84,97,78,78,Online
88,4400,0,0,34,42,52,51,MWF
86,2100,1,0,75,68,98,65,TR
79,3400,1,0,84,78,86,60,TR
77,4300,1,0,91,77,55,83,TR
90,2400,0,0,96,96,95,96,MWF
95,7900,1,0,89,86,97,90,TR
67,3700,0,0,87,87,78,78,MWF
51,4100,0,0,62,58,42,41,MWF
64,4900,1,0,51,59,50,27,TR
27,1200,1,0,54,0,0,0,MWF
67,6900,1,0,89,93,89,85,TR
86,2900,1,0,90,97,86,95,TR
100,1200,0,0,94,91,87,87,MWF
95,3500,0,0,58,81,50,50,Online
82,2400,1,0,77,92,92,77,TR
100,1600,1,0,97,90,82,82,TR
44,2100,1,0,66,62,57,44,TR
83,4300,1,0,43,0,0,0,TR
90,5200,1,0,100,90,100,89,TR
68,5500,1,0,73,52,75,73,TR
55,9800,0,0,41,0,0,0,MWF
68,5800,1,0,80,73,85,74,TR
42,2100,0,0,0,0,0,0,MWF
67,2200,0,0,38,41,67,55,TR
54,4400,1,0,0,0,0,100,TR
73,5400,1,1,26,0,0,0,MWF
99,1500,0,0,96,100,100,97,Online
100,900,0,1,71,79,78,80,Online
96,6100,1,0,90,87,84,84,TR
78,1200,0,0,50,66,77,66,MWF
89,4600,1,0,98,87,83,77,TR
100,2700,1,0,84,77,100,94,MWF
100,600,0,0,95,100,100,92,MWF
70,1100,0,0,100,96,100,87,MWF
85,3400,1,0,72,69,57,72,TR
76,6200,1,0,94,85,96,86,MWF
38,300,0,1,83,88,92,85,MWF
58,3400,1,0,89,98,75,70,TR
86,6300,0,1,77,94,73,80,Online
87,6500,1,0,75,85,73,64,TR
63,2800,0,0,70,66,70,66,MWF
72,2400,1,0,67,75,29,66,TR
63,2600,0,1,41,0,48,38,MWF
68,1400,0,0,84,87,57,50,Online
59,600,0,0,85,85,83,73,MWF
62,4800,0,0,99,75,0,0,MWF
65,4000,1,0,63,68,52,48,TR
86,4900,1,0,100,96,84,74,TR
71,7600,0,0,66,92,86,73,MWF
90,5200,1,0,85,83,99,97,Online
59,2900,0,0,78,97,78,72,Online
77,6300,1,0,90,91,96,90,TR
100,600,1,0,89,98,89,77,TR
70,2500,0,0,64,92,82,64,MWF
90,3400,0,0,89,87,83,89,MWF
91,800,1,0,67,76,76,75,TR
75,2000,0,0,74,74,73,71,MWF
91,3200,0,0,100,98,98,93,MWF
99,4300,0,0,98,98,99,98,MWF
76,8000,0,0,88,92,92,85,MWF
100,1300,1,0,84,91,99,91,TR
58,2200,1,0,100,36,73,72,TR
75,2900,1,0,78,89,82,74,TR
80,1200,0,0,92,82,86,79,MWF
91,3300,1,0,84,80,67,66,TR
70,1700,1,0,94,73,87,87,MWF
81,5900,0,0,75,81,76,92,MWF
69,7400,1,0,41,38,48,27,TR
86,1500,0,0,85,96,80,78,TR
98,6800,1,0,93,99,93,93,TR
100,600,0,0,96,84,58,58,TR
78,8500,1,0,73,75,68,75,TR
68,4400,0,0,78,76,99,79,TR
66,3000,1,0,60,79,65,53,TR
100,300,1,0,85,79,67,65,TR
70,7700,1,0,36,56,29,29,TR
100,300,1,0,86,94,92,80,TR
60,2100,0,0,72,66,67,66,TR
68,6100,1,0,61,40,57,0,MWF
100,1100,0,0,72,76,73,73,TR
99,3000,1,0,86,86,87,86,TR
74,800,1,1,88,80,87,87,Online
82,7300,1,0,49,43,34,59,TR
65,2700,1,0,44,63,0,0,TR
55,2400,1,0,73,60,68,73,MWF
63,6600,0,0,54,69,49,0,MWF
74,5700,0,0,93,86,83,93,MWF
80,9500,1,0,70,68,68,63,TR
65,2500,1,0,71,71,61,62,TR
98,900,1,0,83,53,47,61,TR
76,4800,0,0,74,81,66,81,TR
64,3800,1,0,65,64,63,64,TR
100,300,0,0,81,93,90,90,TR
100,1600,1,0,70,96,79,70,TR
55,1700,0,1,92,78,90,79,Online
34,2200,1,0,45,22,50,39,TR
94,4400,0,0,91,97,88,90,TR
61,2400,0,1,58,60,75,78,MWF
77,2000,1,1,73,32,0,40,Online
100,4200,0,0,97,95,89,96,MWF
75,5600,1,0,30,68,43,64,TR
67,3600,0,0,79,83,66,67,MWF
61,700,0,0,66,100,100,97,MWF
57,3100,1,0,65,92,0,0,TR
96,1250,0,0,98,98,100,95,Online
18,1000,0,1,65,74,72,68,Online
68,5700,1,0,80,67,69,65,MWF
79,6200,1,0,88,72,74,88,TR
62,3900,1,0,96,86,88,78,TR
90,2700,1,0,77,62,74,80,TR
70,2900,1,0,90,80,84,63,MWF
77,2300,0,1,83,70,76,76,Online
82,7100,1,0,69,69,63,69,TR
21,600,0,0,94,81,0,79,MWF
48,2700,1,0,0,0,0,0,TR
79,2100,1,0,92,69,77,84,TR
100,1100,0,0,97,90,87,90,TR
66,3600,0,0,80,55,62,62,MWF
100,600,1,0,43,74,47,61,TR
85,1300,1,0,98,100,100,100,TR
69,5400,1,0,92,90,87,87,Online
86,3400,0,0,90,77,82,78,MWF
95,2200,0,0,87,88,85,84,MWF
79,5200,0,0,93,71,66,66,Online
63,1300,0,0,65,0,0,0,TR
72,3500,1,0,83,88,42,60,TR
98,3600,0,0,100,100,96,96,MWF
89,8700,1,0,71,67,80,75,TR
80,6200,1,0,57,57,81,66,TR
86,6200,1,0,83,77,68,79,TR
64,8300,1,1,0,0,0,0,Online
70,9200,1,0,83,83,71,40,MWF
71,6600,1,0,80,71,68,74,TR
86,3900,0,0,90,100,76,82,Online
87,6300,1,0,84,69,65,75,TR
22,2600,0,0,82,65,48,79,MWF
94,1600,0,0,77,93,82,94,MWF
93,7300,1,0,91,91,98,91,TR
80,3100,0,0,71,92,70,71,TR
77,4600,1,0,70,63,80,60,TR
74,6800,1,0,68,70,68,60,TR
93,3100,1,0,68,66,83,77,TR
92,4200,0,0,94,100,91,87,MWF
50,11800,0,0,92,87,86,76,MWF
72,2100,1,0,91,98,94,0,TR
0,0,0,0,0,0,0,0,TR
34,300,0,0,56,24,0,21,MWF
94,3000,0,0,63,73,82,71,MWF
81,1800,0,0,96,100,94,94,Online
91,7400,1,0,91,82,94,95,TR
82,3300,1,0,49,47,69,47,TR
84,1800,1,0,76,90,74,66,TR
82,900,0,0,77,81,94,87,MWF
86,2800,0,0,75,89,80,75,TR
66,1500,1,0,75,53,0,0,TR
74,2800,1,0,92,94,97,91,TR
70,3800,1,0,0,0,0,0,TR
59,6600,1,0,44,0,0,0,TR
61,2800,1,0,51,70,86,70,MWF
75,300,0,0,83,98,82,79,MWF
68,5800,1,0,32,56,44,43,TR
86,3900,0,0,97,93,87,80,MWF
69,4600,1,0,68,66,52,60,TR
37,3600,1,0,85,83,85,85,TR
94,4500,1,0,60,70,87,69,TR
81,4400,1,0,45,60,42,46,TR
77,3700,1,0,66,68,57,70,TR
82,3000,0,0,90,83,100,89,MWF
69,1400,1,0,48,72,61,61,TR
60,400,0,0,99,100,84,85,MWF
91,500,0,0,96,100,92,82,Online
80,4500,0,0,61,49,0,0,MWF
98,2000,0,0,68,74,65,88,MWF
93,2100,1,1,98,98,86,91,Online
68,2000,0,0,36,58,57,51,MWF
71,2100,1,0,60,0,0,0,TR
100,900,0,0,100,100,97,91,MWF
75,1400,1,0,80,84,69,84,TR
98,4500,1,0,96,98,85,76,TR
84,1900,1,0,71,83,78,83,MWF
70,7900,1,0,61,59,79,20,TR
45,2800,1,0,93,92,92,86,TR
94,4000,0,0,73,85,84,89,Online
0,0,0,1,0,0,0,0,MWF
85,3300,0,0,100,79,99,95,Online
36,1100,0,0,36,0,0,0,MWF
78,4000,1,0,75,75,91,75,TR
60,6400,1,0,63,58,24,60,TR
87,2600,1,0,98,85,99,73,TR
59,4000,1,0,63,60,46,46,TR
91,8000,1,0,62,90,92,78,TR
82,3100,1,0,87,82,70,50,TR
72,2400,0,0,0,60,0,0,Online
70,4600,1,0,39,54,0,0,TR
89,4400,1,0,78,71,90,74,TR
52,1000,0,1,68,68,79,67,MWF
93,1900,1,0,62,64,66,69,TR
90,3400,0,0,75,68,84,78,MWF
62,5300,1,0,82,55,0,0,MWF
90,3400,1,0,100,86,65,72,TR
58,4600,0,0,30,0,0,0,TR
91,2400,0,1,98,100,98,99,Online
86,3200,1,0,73,0,85,64,TR
76,4900,1,0,51,0,0,0,TR
55,6900,1,0,33,57,61,57,MWF
78,5900,1,0,78,92,85,63,TR
81,900,0,0,88,77,85,88,MWF
64,4100,1,0,50,52,29,47,TR
91,4300,1,0,89,88,91,91,TR
95,1500,1,0,82,74,76,66,Online
68,7200,1,0,58,33,24,13,TR
85,300,1,1,94,82,80,56,TR
56,2100,0,0,70,46,60,53,Online
74,5100,1,0,0,0,0,0,TR
82,900,0,1,72,30,48,20,Online
74,2500,0,0,0,0,0,0,MWF
100,400,0,0,95,97,95,96,TR
90,5900,1,0,91,87,88,89,TR
89,4150,1,0,96,96,100,75,TR
56,4800,1,0,0,0,25,0,TR
95,4900,0,0,84,91,93,74,TR
57,1800,0,0,76,61,67,60,MWF
97,1700,1,0,93,84,94,81,TR
84,4700,1,0,69,58,54,77,Online
83,4000,1,0,100,98,88,75,TR
58,6200,0,0,47,26,41,50,MWF
99,6200,0,0,98,100,100,86,TR
94,5100,1,0,95,93,91,89,TR
100,1200,0,0,95,92,92,95,MWF
60,4400,1,0,96,60,69,71,MWF
90,3800,1,0,76,90,79,76,TR
61,1900,0,0,0,0,0,0,MWF
72,5000,1,0,71,83,83,83,TR
86,3200,0,0,84,92,79,85,TR
57,4700,0,0,92,72,90,80,MWF
79,2500,1,0,79,78,72,60,TR
65,5900,1,0,85,53,56,56,TR
100,2400,1,0,74,0,0,0,TR
79,700,0,0,71,80,68,71,MWF
95,2400,1,0,89,85,92,85,TR
77,2600,0,0,89,87,79,67,MWF
69,1700,0,0,78,65,0,0,MWF
76,8700,1,0,67,62,78,40,TR
99,3400,0,0,95,99,98,98,MWF
82,3600,0,0,95,99,97,98,MWF
99,3700,1,0,53,46,90,83,TR
85,300,0,0,73,42,76,64,Online
100,1500,0,0,74,79,76,76,MWF
77,6300,0,0,88,88,98,83,TR
74,4300,1,0,54,0,0,0,TR
89,1300,1,0,62,44,75,65,TR
97,1000,1,0,72,78,78,78,TR
93,1200,0,0,97,62,80,83,MWF
79,1400,1,0,71,73,67,61,TR
62,2000,0,0,53,36,59,85,TR
92,6500,1,0,90,82,84,68,TR
97,2800,0,0,86,88,85,83,MWF
83,6300,1,0,90,87,90,77,TR
93,5300,0,0,95,100,93,93,TR
71,2300,1,0,40,0,0,0,MWF
22,1500,1,1,0,0,0,0,MWF
65,4200,1,0,51,95,82,86,TR
73,1500,0,0,79,92,88,88,MWF
97,1100,1,0,85,100,94,86,MWF
92,2600,0,0,99,90,97,99,TR
60,8100,1,0,90,94,91,82,TR
90,8300,1,0,66,0,0,0,TR
54,1600,0,0,62,60,75,61,MWF
70,3400,1,0,97,95,100,87,Online
98,5300,1,0,98,97,90,90,Online
95,4500,0,0,88,97,80,93,TR
82,7600,1,0,65,54,68,48,TR
84,800,1,0,84,52,59,53,TR
82,6100,1,0,64,55,81,64,TR
93,7800,1,0,84,79,83,83,TR
84,3800,1,0,74,65,52,74,TR
61,2500,1,0,59,64,76,68,TR
94,1200,0,0,94,95,77,73,Online
81,3100,1,0,74,71,67,71,TR
92,2600,0,0,90,74,59,0,MWF
99,3200,0,0,95,98,77,73,MWF
76,3500,1,0,82,91,44,76,MWF
100,1300,1,1,83,82,80,83,Online
33,1000,1,0,67,71,68,68,TR
61,5800,0,0,79,55,76,60,MWF
44,2700,1,1,72,60,0,0,MWF
87,8100,1,0,93,85,89,90,TR
98,4800,0,0,79,93,82,76,MWF
58,1300,1,0,82,64,0,60,TR
73,2600,0,0,69,85,64,89,TR
62,5700,1,0,90,92,92,90,TR
76,3500,1,0,51,48,62,55,TR
92,300,0,0,57,68,55,53,MWF
97,1400,0,0,94,87,83,84,TR
77,7400,1,0,73,66,71,56,TR
81,3000,1,0,71,71,74,71,TR
51,5500,1,0,56,4,35,0,TR
79,1900,0,1,98,100,100,88,Online
43,1700,0,0,82,56,68,88,MWF
100,5700,0,0,68,62,72,62,Online
71,1300,1,0,91,93,93,64,MWF
100,600,0,0,86,83,44,88,MWF
74,5700,0,0,77,70,95,82,MWF
67,5900,1,0,39,17,50,24,TR
65,3700,1,0,81,68,60,67,TR
94,2700,1,0,94,98,83,86,TR
79,2400,0,0,87,91,91,81,MWF
85,4400,1,0,59,69,73,80,TR
99,3100,1,0,98,98,97,88,TR
51,6800,1,0,50,81,85,78,MWF
74,4300,1,0,93,76,32,32,TR
55,2000,1,0,86,96,98,90,TR
87,4800,1,0,82,99,80,81,TR
85,1300,1,0,98,90,88,82,TR
93,600,1,0,73,49,0,0,TR
100,1200,0,0,83,79,87,87,MWF
94,4300,1,0,100,94,93,88,TR
78,7300,1,0,92,78,81,75,TR
78,5300,1,0,57,84,66,60,TR
59,6000,1,0,73,0,0,0,TR
52,1300,1,0,94,100,88,76,TR
73,2000,1,0,96,68,78,31,TR
100,1600,1,0,86,90,84,83,TR
100,1500,1,0,90,92,94,90,TR
81,7100,0,0,91,83,83,83,MWF
87,900,0,0,67,58,83,83,MWF
88,2500,0,0,74,100,60,87,TR
58,1700,0,0,91,75,56,53,MWF
89,8000,1,0,75,82,87,85,TR
91,5500,1,0,99,62,91,82,TR
51,3700,1,0,0,73,88,70,TR
92,3700,1,0,91,76,61,64,TR
50,300,0,0,46,0,17,0,MWF
